Drug1	Drug2	cell	synergy	fold
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	-2.25	4
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH460	1.71	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH322	0.68	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH226	-3.55	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	UACC257	1.02	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	U251MG	-1.99	1
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	SW620	-8.81	1
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	SNB19	4.44	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	SKOV3	-1.24	2
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	UACC62	-5.23	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH522	-4.28	2
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	BT549	3.78	1
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	T47D	-5.73	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	-4.57	4
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	CAKI1	-10.2	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	-5.04	2
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	PC3	-5.14	2
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	2.0	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	-0.61	1
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	-5.84	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	HS578T	-4.71	3
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	T47D	9.9	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	11.5	3
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	BT549	12.08	0
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	UACC62	-2.23	3
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	NCIH522	12.88	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	SKOV3	14.64	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	SNB19	20.82	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	SW620	1.6	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	UACC257	0.68	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	U251MG	0.64	0
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	-5.88	0
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	HS578T	12.64	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	-5.48	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	-0.03	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	PC3	-6.0	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	17.54	3
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	CAKI1	3.44	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	HCT15	8.36	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	HL60	3.94	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	HCT116	1.67	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	IGROV1	-5.84	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	HT29	0.85	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	A498	7.43	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	786O	10.88	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	ACHN	4.52	3
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	A549	3.4	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	COLO205	1.1	3
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	DU145	22.46	3
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	NCIH322	9.32	0
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	NCIH226	0.52	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	-3.64	0
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	NCIH460	8.19	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	RPMI8226	19.13	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	12.72	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	SF295	11.83	2
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	KM12	5.74	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	K562	4.01	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	MALME3M	-6.48	4
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	-9.16	1
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	MOLT4	27.39	0
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	MCF7	5.68	3
ABIRATERONE	DAUNORUBICIN HYDROCHLORIDE	NCIH23	3.55	1
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	-3.96	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	HS578T	16.43	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	1.63	2
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	9.52	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	PC3	6.02	3
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	19.47	1
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	CAKI1	7.21	1
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	T47D	8.02	2
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	18.11	2
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	BT549	11.47	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	UACC62	9.93	2
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	NCIH522	24.97	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	SKOV3	14.14	3
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	SNB19	27.86	3
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	SW620	12.54	4
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	UACC257	9.67	4
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	U251MG	1.91	1
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	NCIH322	7.93	1
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	NCIH226	1.93	4
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	0.65	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	NCIH460	20.32	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	RPMI8226	25.65	3
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	11.01	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	SF295	12.11	1
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	KM12	19.42	2
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	K562	30.39	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	MALME3M	4.98	4
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	4.78	3
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	MOLT4	34.26	3
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	MCF7	4.58	1
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	NCIH23	8.43	2
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	HCT15	0.96	1
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	HL60	5.6	4
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	HCT116	5.03	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	IGROV1	-4.75	2
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	HT29	3.04	3
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	A498	5.82	3
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	786O	16.66	0
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	ACHN	7.28	4
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	A549	2.26	4
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	COLO205	8.69	2
VEMURAFENIB	DAUNORUBICIN HYDROCHLORIDE	DU145	26.3	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH322	6.9	1
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH226	0.92	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	-2.09	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH460	3.92	1
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	RPMI8226	17.14	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	4.2	0
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	SF295	10.48	0
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	KM12	8.8	1
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	K562	0.97	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	MALME3M	-6.18	0
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	-6.98	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	MCF7	2.55	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH23	-0.5	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	HCT15	-2.54	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	HL60	14.94	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	HCT116	2.98	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	IGROV1	-5.2	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	HT29	0.78	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	A498	4.37	1
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	786O	17.2	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	ACHN	5.23	0
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	A549	0.09	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	COLO205	1.81	1
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	DU145	19.21	1
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	-3.63	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	HS578T	16.33	0
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	-3.97	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	0.36	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	PC3	-2.36	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	13.7	2
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	CAKI1	5.83	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	T47D	2.58	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	13.72	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	BT549	13.04	0
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	UACC62	-2.03	1
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH522	8.44	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	SKOV3	10.62	1
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	SNB19	15.98	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	SW620	7.68	3
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	UACC257	-0.56	4
PAZOPANIB HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE	U251MG	-0.3	0
PEMETREXED	IMIQUIMOD	CAKI1	3.54	3
PEMETREXED	IMIQUIMOD	SKMEL2	-1.7	2
PEMETREXED	IMIQUIMOD	PC3	2.19	2
PEMETREXED	IMIQUIMOD	SKMEL5	-1.82	3
PEMETREXED	IMIQUIMOD	SKMEL28	2.11	4
PEMETREXED	IMIQUIMOD	MDAMB231	-5.7	2
PEMETREXED	IMIQUIMOD	HS578T	-1.28	4
PEMETREXED	IMIQUIMOD	UACC257	-2.38	1
PEMETREXED	IMIQUIMOD	U251MG	2.45	0
PEMETREXED	IMIQUIMOD	SW620	3.14	4
PEMETREXED	IMIQUIMOD	SNB19	2.96	1
PEMETREXED	IMIQUIMOD	SKOV3	4.34	4
PEMETREXED	IMIQUIMOD	UACC62	-0.47	4
PEMETREXED	IMIQUIMOD	NCIH522	-3.14	1
PEMETREXED	IMIQUIMOD	BT549	-0.45	0
PEMETREXED	IMIQUIMOD	T47D	-1.53	2
PEMETREXED	IMIQUIMOD	MDAMB468	1.05	0
PEMETREXED	IMIQUIMOD	NCIH23	1.89	0
PEMETREXED	IMIQUIMOD	MOLT4	1.39	2
PEMETREXED	IMIQUIMOD	MCF7	2.36	1
PEMETREXED	IMIQUIMOD	MALME3M	-3.59	3
PEMETREXED	IMIQUIMOD	LOXIMVI	4.11	1
PEMETREXED	IMIQUIMOD	KM12	-3.05	3
PEMETREXED	IMIQUIMOD	K562	-0.51	2
PEMETREXED	IMIQUIMOD	SF295	5.27	0
PEMETREXED	IMIQUIMOD	RPMI8226	2.92	2
PEMETREXED	IMIQUIMOD	OVCAR8	-0.97	3
PEMETREXED	IMIQUIMOD	OVCAR4	2.13	1
PEMETREXED	IMIQUIMOD	NCIH460	-1.03	1
PEMETREXED	IMIQUIMOD	NCIH322	15.49	3
PEMETREXED	IMIQUIMOD	NCIH226	-2.49	4
PEMETREXED	IMIQUIMOD	DU145	3.13	2
PEMETREXED	IMIQUIMOD	COLO205	0.19	2
PEMETREXED	IMIQUIMOD	ACHN	-1.99	3
PEMETREXED	IMIQUIMOD	A549	-1.11	0
PEMETREXED	IMIQUIMOD	A498	0.92	2
PEMETREXED	IMIQUIMOD	786O	3.19	0
PEMETREXED	IMIQUIMOD	IGROV1	-6.09	2
PEMETREXED	IMIQUIMOD	HT29	3.74	3
PEMETREXED	IMIQUIMOD	HL60	5.03	1
PEMETREXED	IMIQUIMOD	HCT116	3.89	1
PEMETREXED	IMIQUIMOD	HCT15	8.34	4
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	SF295	-1.12	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	RPMI8226	10.08	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	OVCAR8	-0.2	4
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	OVCAR4	-0.4	3
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	NCIH460	3.01	0
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	NCIH322	1.76	4
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	NCIH226	6.24	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	NCIH23	1.86	4
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	MOLT4	3.69	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	MCF7	-0.37	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	MALME3M	2.04	0
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	LOXIMVI	-2.74	4
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	KM12	1.24	0
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	K562	9.19	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	IGROV1	0.11	0
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	HT29	4.12	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	HL60	18.56	4
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	HCT116	1.7	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	HCT15	2.18	4
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	DU145	2.89	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	COLO205	8.35	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	ACHN	-1.31	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	A549	0.22	0
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	A498	1.4	0
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	786O	0.65	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	SKMEL28	5.77	3
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	MDAMB231	-0.77	3
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	HS578T	18.05	3
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	CAKI1	3.41	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	SKMEL2	7.76	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	PC3	-0.78	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	SKMEL5	4.27	0
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	UACC62	1.86	0
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	NCIH522	0.88	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	BT549	4.49	2
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	T47D	1.14	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	MDAMB468	2.7	3
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	UACC257	1.57	3
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	U251MG	0.5	3
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	SW620	6.49	1
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	SNB19	1.58	4
PAZOPANIB HYDROCHLORIDE	RALOXIFENE	SKOV3	0.77	0
VEMURAFENIB	RALOXIFENE	SKMEL28	12.3	0
VEMURAFENIB	RALOXIFENE	MDAMB231	7.7	0
VEMURAFENIB	RALOXIFENE	HS578T	11.37	1
VEMURAFENIB	RALOXIFENE	CAKI1	-0.83	3
VEMURAFENIB	RALOXIFENE	SKMEL2	6.6	0
VEMURAFENIB	RALOXIFENE	PC3	3.13	3
VEMURAFENIB	RALOXIFENE	SKMEL5	12.24	3
VEMURAFENIB	RALOXIFENE	UACC62	7.18	3
VEMURAFENIB	RALOXIFENE	NCIH522	1.3	3
VEMURAFENIB	RALOXIFENE	BT549	1.83	2
VEMURAFENIB	RALOXIFENE	T47D	2.42	0
VEMURAFENIB	RALOXIFENE	MDAMB468	0.33	0
VEMURAFENIB	RALOXIFENE	UACC257	9.88	4
VEMURAFENIB	RALOXIFENE	U251MG	-0.94	0
VEMURAFENIB	RALOXIFENE	SNB19	2.24	0
VEMURAFENIB	RALOXIFENE	SKOV3	0.16	1
VEMURAFENIB	RALOXIFENE	SF295	-0.35	4
VEMURAFENIB	RALOXIFENE	RPMI8226	6.29	1
VEMURAFENIB	RALOXIFENE	OVCAR8	2.83	3
VEMURAFENIB	RALOXIFENE	OVCAR4	2.4	2
VEMURAFENIB	RALOXIFENE	NCIH460	4.43	2
VEMURAFENIB	RALOXIFENE	NCIH322	4.68	2
VEMURAFENIB	RALOXIFENE	NCIH226	5.59	3
VEMURAFENIB	RALOXIFENE	MOLT4	3.18	0
VEMURAFENIB	RALOXIFENE	MCF7	7.97	2
VEMURAFENIB	RALOXIFENE	MALME3M	9.99	4
VEMURAFENIB	RALOXIFENE	LOXIMVI	7.17	1
VEMURAFENIB	RALOXIFENE	KM12	4.8	0
VEMURAFENIB	RALOXIFENE	K562	4.43	1
VEMURAFENIB	RALOXIFENE	IGROV1	-0.22	2
VEMURAFENIB	RALOXIFENE	HT29	6.13	2
VEMURAFENIB	RALOXIFENE	HL60	11.65	3
VEMURAFENIB	RALOXIFENE	HCT116	2.27	3
VEMURAFENIB	RALOXIFENE	HCT15	1.32	4
VEMURAFENIB	RALOXIFENE	DU145	6.58	2
VEMURAFENIB	RALOXIFENE	COLO205	11.98	2
VEMURAFENIB	RALOXIFENE	ACHN	4.87	0
VEMURAFENIB	RALOXIFENE	A549	0.9	0
VEMURAFENIB	RALOXIFENE	A498	-0.74	0
VEMURAFENIB	RALOXIFENE	786O	-0.44	2
ABIRATERONE	RALOXIFENE	IGROV1	-0.8	1
ABIRATERONE	RALOXIFENE	HT29	6.86	1
ABIRATERONE	RALOXIFENE	HL60	7.31	1
ABIRATERONE	RALOXIFENE	HCT116	0.29	4
ABIRATERONE	RALOXIFENE	HCT15	-0.86	4
ABIRATERONE	RALOXIFENE	DU145	2.72	4
ABIRATERONE	RALOXIFENE	COLO205	6.86	1
ABIRATERONE	RALOXIFENE	ACHN	0.27	3
ABIRATERONE	RALOXIFENE	A549	-0.78	0
ABIRATERONE	RALOXIFENE	A498	0.18	1
ABIRATERONE	RALOXIFENE	786O	-1.1	2
ABIRATERONE	RALOXIFENE	SF295	-2.34	4
ABIRATERONE	RALOXIFENE	RPMI8226	7.05	3
ABIRATERONE	RALOXIFENE	OVCAR8	0.03	3
ABIRATERONE	RALOXIFENE	OVCAR4	-2.07	4
ABIRATERONE	RALOXIFENE	NCIH460	0.75	2
ABIRATERONE	RALOXIFENE	NCIH322	0.63	1
ABIRATERONE	RALOXIFENE	NCIH226	2.55	4
ABIRATERONE	RALOXIFENE	NCIH23	1.0	4
ABIRATERONE	RALOXIFENE	MOLT4	-1.29	1
ABIRATERONE	RALOXIFENE	MCF7	1.31	2
ABIRATERONE	RALOXIFENE	MALME3M	0.06	4
ABIRATERONE	RALOXIFENE	LOXIMVI	-7.96	2
ABIRATERONE	RALOXIFENE	KM12	-0.95	4
ABIRATERONE	RALOXIFENE	K562	4.01	4
ABIRATERONE	RALOXIFENE	UACC62	-0.3	4
ABIRATERONE	RALOXIFENE	NCIH522	1.05	1
ABIRATERONE	RALOXIFENE	BT549	3.36	0
ABIRATERONE	RALOXIFENE	T47D	1.2	4
ABIRATERONE	RALOXIFENE	UACC257	-0.17	3
ABIRATERONE	RALOXIFENE	U251MG	-2.49	1
ABIRATERONE	RALOXIFENE	SW620	0.88	1
ABIRATERONE	RALOXIFENE	SNB19	1.98	4
ABIRATERONE	RALOXIFENE	SKOV3	0.37	3
ABIRATERONE	RALOXIFENE	SKMEL28	3.52	2
ABIRATERONE	RALOXIFENE	MDAMB231	0.43	2
ABIRATERONE	RALOXIFENE	HS578T	2.16	0
ABIRATERONE	RALOXIFENE	CAKI1	-2.37	2
ABIRATERONE	RALOXIFENE	SKMEL2	3.18	4
ABIRATERONE	RALOXIFENE	PC3	-1.05	3
ABIRATERONE	RALOXIFENE	SKMEL5	9.75	4
PEMETREXED	ZOLEDRONIC ACID	HCT15	3.3	4
PEMETREXED	ZOLEDRONIC ACID	HL60	-3.82	2
PEMETREXED	ZOLEDRONIC ACID	HCT116	1.36	1
PEMETREXED	ZOLEDRONIC ACID	IGROV1	-5.49	4
PEMETREXED	ZOLEDRONIC ACID	HT29	4.13	1
PEMETREXED	ZOLEDRONIC ACID	A498	0.78	0
PEMETREXED	ZOLEDRONIC ACID	786O	-9.7	1
PEMETREXED	ZOLEDRONIC ACID	ACHN	-5.23	4
PEMETREXED	ZOLEDRONIC ACID	A549	-9.56	3
PEMETREXED	ZOLEDRONIC ACID	COLO205	1.32	2
PEMETREXED	ZOLEDRONIC ACID	DU145	-1.88	0
PEMETREXED	ZOLEDRONIC ACID	NCIH322	-4.81	1
PEMETREXED	ZOLEDRONIC ACID	NCIH226	-3.64	2
PEMETREXED	ZOLEDRONIC ACID	OVCAR4	-2.57	1
PEMETREXED	ZOLEDRONIC ACID	NCIH460	-1.42	4
PEMETREXED	ZOLEDRONIC ACID	RPMI8226	5.62	2
PEMETREXED	ZOLEDRONIC ACID	OVCAR8	17.95	0
PEMETREXED	ZOLEDRONIC ACID	SF295	-0.5	2
PEMETREXED	ZOLEDRONIC ACID	KM12	-7.35	3
PEMETREXED	ZOLEDRONIC ACID	K562	-0.09	2
PEMETREXED	ZOLEDRONIC ACID	MALME3M	-4.75	1
PEMETREXED	ZOLEDRONIC ACID	LOXIMVI	0.08	0
PEMETREXED	ZOLEDRONIC ACID	MOLT4	2.63	1
PEMETREXED	ZOLEDRONIC ACID	MCF7	-1.74	2
PEMETREXED	ZOLEDRONIC ACID	NCIH23	-3.15	3
PEMETREXED	ZOLEDRONIC ACID	T47D	-2.7	2
PEMETREXED	ZOLEDRONIC ACID	MDAMB468	-0.38	3
PEMETREXED	ZOLEDRONIC ACID	BT549	-5.98	0
PEMETREXED	ZOLEDRONIC ACID	UACC62	-4.58	2
PEMETREXED	ZOLEDRONIC ACID	NCIH522	-1.32	3
PEMETREXED	ZOLEDRONIC ACID	SKOV3	2.26	2
PEMETREXED	ZOLEDRONIC ACID	SNB19	-8.42	4
PEMETREXED	ZOLEDRONIC ACID	SW620	0.67	2
PEMETREXED	ZOLEDRONIC ACID	UACC257	-3.25	3
PEMETREXED	ZOLEDRONIC ACID	U251MG	0.72	2
PEMETREXED	ZOLEDRONIC ACID	MDAMB231	-7.34	4
PEMETREXED	ZOLEDRONIC ACID	HS578T	-8.33	2
PEMETREXED	ZOLEDRONIC ACID	SKMEL28	1.51	3
PEMETREXED	ZOLEDRONIC ACID	SKMEL5	-3.66	0
PEMETREXED	ZOLEDRONIC ACID	PC3	2.3	1
PEMETREXED	ZOLEDRONIC ACID	SKMEL2	-4.23	1
PEMETREXED	ZOLEDRONIC ACID	CAKI1	-1.56	4
CABAZITAXEL	RALOXIFENE	SKOV3	5.58	0
CABAZITAXEL	RALOXIFENE	SNB19	11.65	1
CABAZITAXEL	RALOXIFENE	SW620	2.11	0
CABAZITAXEL	RALOXIFENE	UACC257	1.16	3
CABAZITAXEL	RALOXIFENE	U251MG	-0.03	4
CABAZITAXEL	RALOXIFENE	T47D	4.43	3
CABAZITAXEL	RALOXIFENE	MDAMB468	10.21	2
CABAZITAXEL	RALOXIFENE	BT549	8.9	0
CABAZITAXEL	RALOXIFENE	UACC62	4.14	4
CABAZITAXEL	RALOXIFENE	NCIH522	19.08	3
CABAZITAXEL	RALOXIFENE	SKMEL5	7.08	2
CABAZITAXEL	RALOXIFENE	PC3	16.14	0
CABAZITAXEL	RALOXIFENE	CAKI1	2.84	0
